Species name;Species code;Data source;n;Predictor;Size class;IUCN category;AUC;BoyceI
Caprimulgus europaeus;Capeur;Ebird;166;CLIM_EFAs;II;LC;0,69;0,45
Caprimulgus europaeus;Capeur;Ebird;166;EFAs;II;LC;0,67;0,51
Caprimulgus ruficollis;Capruf;Ebird;189;CLIM;II;LC;0,77;0,96
Caprimulgus ruficollis;Capruf;Ebird;189;CLIM_EFAs;II;LC;0,76;0,79
Caprimulgus ruficollis;Capruf;Ebird;189;EFAs;II;LC;0,75;0,56
Carduelis carduelis;Carcar;Ebird;1772;CLIM;IV;LC;0,5;0,46
Carduelis carduelis;Carcar;Ebird;1772;CLIM_EFAs;IV;LC;0,51;0,54
Carduelis carduelis;Carcar;Ebird;1772;EFAs;IV;LC;0,52;0,39
Carduelis citrinella;Carcit;Ebird;137;CLIM;II;LC;0,93;0,99
Carduelis citrinella;Carcit;Ebird;137;CLIM_EFAs;II;LC;0,91;0,99
Carduelis citrinella;Carcit;Ebird;137;EFAs;II;LC;0,91;0,95
Cecropis daurica;Cecdau;Ebird;863;CLIM;III;LC;0,86;0,97
Cecropis daurica;Cecdau;Ebird;863;CLIM_EFAs;III;LC;0,86;0,9
Cecropis daurica;Cecdau;Ebird;863;EFAs;III;LC;0,82;0,72
Cercotrichas galactotes;Cergal;Ebird;NA;NA;NA;NA;NA;NA
Cercotrichas galactotes;Cergal;Ebird;NA;NA;NA;NA;NA;NA
Cercotrichas galactotes;Cergal;Ebird;NA;NA;NA;NA;NA;NA
Certhia brachydactyla;Cerbra;Ebird;1054;CLIM;IV;LC;0,74;0,72
Certhia brachydactyla;Cerbra;Ebird;1054;CLIM_EFAs;IV;LC;0,73;0,59
Certhia brachydactyla;Cerbra;Ebird;1054;EFAs;IV;LC;0,71;0,7
Certhia familiaris;Cerfam;Ebird;53;CLIM;I;LC;0,97;0,98
Certhia familiaris;Cerfam;Ebird;53;CLIM_EFAs;I;LC;0,96;0,82
Certhia familiaris;Cerfam;Ebird;53;EFAs;I;LC;0,97;0,78
Cettia cetti;Cetcet;Ebird;945;CLIM;III;LC;0,61;0,64
Cettia cetti;Cetcet;Ebird;945;CLIM_EFAs;III;LC;0,61;0,75
Cettia cetti;Cetcet;Ebird;945;EFAs;III;LC;0,58;0,77
Charadrius alexandrinus;Chaale;Ebird;246;CLIM;II;LC;0,91;0,95
Charadrius alexandrinus;Chaale;Ebird;246;CLIM_EFAs;II;LC;0,85;0,97
Charadrius alexandrinus;Chaale;Ebird;246;EFAs;II;LC;0,78;0,97
Charadrius dubius;Chadub;Ebird;504;CLIM;III;LC;0,73;0,87
Charadrius dubius;Chadub;Ebird;504;CLIM_EFAs;III;LC;0,7;0,77
Charadrius dubius;Chadub;Ebird;504;EFAs;III;LC;0,72;0,8
Chersophilus duponti;Chedup;Ebird;26;CLIM;I;VU;0,88;0,94
Chersophilus duponti;Chedup;Ebird;26;CLIM_EFAs;I;VU;0,87;0,95
Chersophilus duponti;Chedup;Ebird;26;EFAs;I;VU;0,8;0,43
Chlidonias hybrida;Chlhyb;Ebird;171;CLIM;II;LC;0,8;0,96
Chlidonias hybrida;Chlhyb;Ebird;171;CLIM_EFAs;II;LC;0,8;1
Chlidonias hybrida;Chlhyb;Ebird;171;EFAs;II;LC;0,8;0,99
Chlidonias niger;Chlnig;Ebird;169;CLIM;II;LC;0,73;0,96
Chlidonias niger;Chlnig;Ebird;169;CLIM_EFAs;II;LC;0,71;0,97
Chlidonias niger;Chlnig;Ebird;169;EFAs;II;LC;0,66;1
Chloris chloris;Chlchl;Ebird;1498;CLIM;IV;LC;0,62;0,45
Chloris chloris;Chlchl;Ebird;1498;CLIM_EFAs;IV;LC;0,59;0,62
Chloris chloris;Chlchl;Ebird;1498;EFAs;IV;LC;0,55;0,62
Ciconia ciconia;Ciccic;Ebird;1116;CLIM;IV;LC;0,78;0,92
Ciconia ciconia;Ciccic;Ebird;1116;CLIM_EFAs;IV;LC;0,83;0,96
Ciconia ciconia;Ciccic;Ebird;1116;EFAs;IV;LC;0,81;0,9
Ciconia nigra;Cicnig;Ebird;342;CLIM;II;LC;0,83;0,99
Ciconia nigra;Cicnig;Ebird;342;CLIM_EFAs;II;LC;0,82;0,99
Ciconia nigra;Cicnig;Ebird;342;EFAs;II;LC;0,81;0,95
Cinclus cinclus;Cincin;Ebird;218;CLIM;II;LC;0,88;0,97
Cinclus cinclus;Cincin;Ebird;218;CLIM_EFAs;II;LC;0,84;0,97
Cinclus cinclus;Cincin;Ebird;218;EFAs;II;LC;0,87;0,94
Circaetus gallicus;Circgal;Ebird;846;CLIM;III;LC;0,67;0,37
Circaetus gallicus;Circgal;Ebird;846;CLIM_EFAs;III;LC;0,66;0,47
Circaetus gallicus;Circgal;Ebird;846;EFAs;III;LC;0,64;0,32
Circus aeruginosus;Ciraer;Ebird;638;CLIM;III;LC;0,72;0,84
Circus aeruginosus;Ciraer;Ebird;638;CLIM_EFAs;III;LC;0,73;0,86
Circus aeruginosus;Ciraer;Ebird;638;EFAs;III;LC;0,71;0,92
Circus cyaneus;Circya;Ebird;451;CLIM;II;NT;0,66;0,7
Circus cyaneus;Circya;Ebird;451;CLIM_EFAs;II;NT;0,68;0,62
Circus cyaneus;Circya;Ebird;451;EFAs;II;NT;0,66;0,7
Circus pygargus;Cirpyg;Ebird;538;CLIM;III;LC;0,67;0,61
Circus pygargus;Cirpyg;Ebird;538;CLIM_EFAs;III;LC;0,69;0,89
Circus pygargus;Cirpyg;Ebird;538;EFAs;III;LC;0,68;0,82
Cisticola juncidis;Cisjun;Ebird;880;CLIM;III;LC;0,77;0,59
Cisticola juncidis;Cisjun;Ebird;880;CLIM_EFAs;III;LC;0,71;0,46
Cisticola juncidis;Cisjun;Ebird;880;EFAs;III;LC;0,71;0,71
Clamator glandarius;Clagla;Ebird;308;CLIM;II;LC;0,62;0,56
Clamator glandarius;Clagla;Ebird;308;CLIM_EFAs;II;LC;0,63;0,5
Clamator glandarius;Clagla;Ebird;308;EFAs;II;LC;0,67;0,86
Coccothraustes coccothraustes;Coccoc;Ebird;307;CLIM;II;LC;0,64;0,75
Coccothraustes coccothraustes;Coccoc;Ebird;307;CLIM_EFAs;II;LC;0,67;0,7
Coccothraustes coccothraustes;Coccoc;Ebird;307;EFAs;II;LC;0,67;0,71
Columba livia;Colliv;Ebird;1126;CLIM;IV;LC;0,51;0,48
Columba livia;Colliv;Ebird;1126;CLIM_EFAs;IV;LC;0,51;0,64
Columba livia;Colliv;Ebird;1126;EFAs;IV;LC;0,54;0,32
Columba oenas;Coloen;Ebird;230;CLIM;II;LC;0,79;0,67
Columba oenas;Coloen;Ebird;230;CLIM_EFAs;II;LC;0,78;0,7
Columba oenas;Coloen;Ebird;230;EFAs;II;LC;0,64;0,5
Columba palumbus;Colpal;Ebird;1517;CLIM;IV;LC;0,54;0,49
Columba palumbus;Colpal;Ebird;1517;CLIM_EFAs;IV;LC;0,54;0,53
Columba palumbus;Colpal;Ebird;1517;EFAs;IV;LC;0,53;0,52
Coracias garrulus;Corgar;Ebird;193;CLIM;II;LC;0,59;-0,23
Coracias garrulus;Corgar;Ebird;193;CLIM_EFAs;II;LC;0,56;-0,08
Coracias garrulus;Corgar;Ebird;193;EFAs;II;LC;0,52;0,48
Corvus corax;Corcor;Ebird;1116;CLIM;IV;LC;0,69;0,59
Corvus corax;Corcor;Ebird;1116;CLIM_EFAs;IV;LC;0,68;0,67
Corvus corax;Corcor;Ebird;1116;EFAs;IV;LC;0,62;0,56
Corvus corone;Corcoro;Ebird;1453;CLIM;IV;LC;0,83;0,74
Corvus corone;Corcoro;Ebird;1453;CLIM_EFAs;IV;LC;0,78;0,57
Corvus corone;Corcoro;Ebird;1453;EFAs;IV;LC;0,69;0,31
Corvus frugilegus;Corfru;Ebird;15;CLIM;I;LC;0,67;0,42
Corvus frugilegus;Corfru;Ebird;15;CLIM_EFAs;I;LC;0,62;0,28
Corvus frugilegus;Corfru;Ebird;15;EFAs;I;LC;0,67;0,9
Corvus monedula;Corvmon;Ebird;NA;NA;NA;NA;NA;NA
Corvus monedula;Corvmon;Ebird;NA;NA;NA;NA;NA;NA
Corvus monedula;Corvmon;Ebird;NA;NA;NA;NA;NA;NA
Coturnix coturnix;Cotcot;Ebird;453;CLIM;II;LC;0,5;0,42
Coturnix coturnix;Cotcot;Ebird;453;CLIM_EFAs;II;LC;0,56;0,56
Coturnix coturnix;Cotcot;Ebird;453;EFAs;II;LC;0,57;0,36
Cuculus canorus;Cuccan;Ebird;800;CLIM;III;LC;0,67;0,47
Cuculus canorus;Cuccan;Ebird;800;CLIM_EFAs;III;LC;0,66;0,5
Cuculus canorus;Cuccan;Ebird;800;EFAs;III;LC;0,62;0,37
Cyanistes caeruleus;Cyacae;Ebird;1476;CLIM;IV;LC;0,72;0,71
Cyanistes caeruleus;Cyacae;Ebird;1476;CLIM_EFAs;IV;LC;0,71;0,72
Cyanistes caeruleus;Cyacae;Ebird;1476;EFAs;IV;LC;0,71;0,76
Cyanopica cooki;Cyacoo;Ebird;667;CLIM;III;LC;0,87;0,95
Cyanopica cooki;Cyacoo;Ebird;667;CLIM_EFAs;III;LC;0,87;0,81
Cyanopica cooki;Cyacoo;Ebird;667;EFAs;III;LC;0,83;0,79
Cygnus olor;Cygolo;Ebird;75;CLIM;I;LC;0,93;0,97
Cygnus olor;Cygolo;Ebird;75;CLIM_EFAs;I;LC;0,81;0,97
Cygnus olor;Cygolo;Ebird;75;EFAs;I;LC;0,81;0,93
Delichon urbicum;Delurb;Ebird;1348;CLIM;IV;LC;0,57;0,47
Delichon urbicum;Delurb;Ebird;1348;CLIM_EFAs;IV;LC;0,58;0,55
Delichon urbicum;Delurb;Ebird;1348;EFAs;IV;LC;0,56;0,49
Dendrocopos major;Denmaj;Ebird;981;CLIM;III;LC;0,77;0,81
Dendrocopos major;Denmaj;Ebird;981;CLIM_EFAs;III;LC;0,75;0,66
Dendrocopos major;Denmaj;Ebird;981;EFAs;III;LC;0,74;0,72
Dendrocopos minor;Denmin;Ebird;225;CLIM;II;LC;0,81;0,89
Dendrocopos minor;Denmin;Ebird;225;CLIM_EFAs;II;LC;0,82;0,91
Dendrocopos minor;Denmin;Ebird;225;EFAs;II;LC;0,76;0,92
Dendrocopos minor;Denmin;Ebird;NA;NA;NA;NA;NA;NA
Dendrocopos minor;Denmin;Ebird;NA;NA;NA;NA;NA;NA
Dendrocopos minor;Denmin;Ebird;NA;NA;NA;NA;NA;NA
Dryocopus martius;Drymart;Ebird;78;CLIM;I;LC;0,98;0,91
Dryocopus martius;Drymart;Ebird;78;CLIM_EFAs;I;LC;0,97;0,95
Dryocopus martius;Drymart;Ebird;78;EFAs;I;LC;0,95;0,91
Egretta garzetta;Egrgar;Ebird;811;CLIM;III;LC;0,86;0,99
Egretta garzetta;Egrgar;Ebird;811;CLIM_EFAs;III;LC;0,83;0,96
Egretta garzetta;Egrgar;Ebird;811;EFAs;III;LC;0,82;0,95
Elanus caeruleus;Elacae;Ebird;494;CLIM;II;LC;0,82;0,79
Elanus caeruleus;Elacae;Ebird;494;CLIM_EFAs;II;LC;0,84;0,98
Elanus caeruleus;Elacae;Ebird;494;EFAs;II;LC;0,84;0,96
Emberiza calandra;Embcal;Ebird;1216;CLIM;IV;LC;0,69;0,49
Emberiza calandra;Embcal;Ebird;1216;CLIM_EFAs;IV;LC;0,67;0,69
Emberiza calandra;Embcal;Ebird;1216;EFAs;IV;LC;0,72;0,7
Emberiza cia;Embcia;Ebird;746;CLIM;III;LC;0,7;0,64
Emberiza cia;Embcia;Ebird;746;CLIM_EFAs;III;LC;0,64;0,61
Emberiza cia;Embcia;Ebird;746;EFAs;III;LC;0,68;0,4
Emberiza cirlus;Embcir;Ebird;884;CLIM;III;LC;0,69;0,5
Emberiza cirlus;Embcir;Ebird;884;CLIM_EFAs;III;LC;0,67;0,3
Emberiza cirlus;Embcir;Ebird;884;EFAs;III;LC;0,63;0,29
Emberiza citrinella;Embcit;Ebird;192;CLIM;II;LC;0,94;0,99
Emberiza citrinella;Embcit;Ebird;192;CLIM_EFAs;II;LC;0,93;0,99
Emberiza citrinella;Embcit;Ebird;192;EFAs;II;LC;0,94;1
Emberiza hortulana;Embhor;Ebird;138;CLIM;II;LC;0,8;0,88
Emberiza hortulana;Embhor;Ebird;138;CLIM_EFAs;II;LC;0,78;0,87
Emberiza hortulana;Embhor;Ebird;138;EFAs;II;LC;0,76;0,43
Emberiza schoeniclus;Embscho;Ebird;233;CLIM;II;LC;0,78;0,96
Emberiza schoeniclus;Embscho;Ebird;233;CLIM_EFAs;II;LC;0,74;0,95
Emberiza schoeniclus;Embscho;Ebird;233;EFAs;II;LC;0,64;0,98
Erithacus rubecula;Erirub;Ebird;1764;CLIM;IV;LC;0,65;0,84
Erithacus rubecula;Erirub;Ebird;1764;CLIM_EFAs;IV;LC;0,65;0,79
Erithacus rubecula;Erirub;Ebird;1764;EFAs;IV;LC;0,66;0,61
Falco naumanni;Falnau;Ebird;345;CLIM;II;LC;0,79;0,76
Falco naumanni;Falnau;Ebird;345;CLIM_EFAs;II;LC;0,8;0,93
Falco naumanni;Falnau;Ebird;345;EFAs;II;LC;0,77;1
Falco peregrinus;Falper;Ebird;623;CLIM;III;LC;0,62;0,48
Falco peregrinus;Falper;Ebird;623;CLIM_EFAs;III;LC;0,57;0,33
Falco peregrinus;Falper;Ebird;623;EFAs;III;LC;0,53;0,4
Falco subbuteo;Falsub;Ebird;321;CLIM;II;LC;0,66;0,47
Falco subbuteo;Falsub;Ebird;321;CLIM_EFAs;II;LC;0,69;0,55
Falco subbuteo;Falsub;Ebird;321;EFAs;II;LC;0,61;0,34
Falco tinnunculus;Faltin;Ebird;1571;CLIM;IV;LC;0,55;0,93
Falco tinnunculus;Faltin;Ebird;1571;CLIM_EFAs;IV;LC;0,55;0,5
Falco tinnunculus;Faltin;Ebird;1571;EFAs;IV;LC;0,53;0,61
Ficedula hypoleuca;Fichyp;Ebird;789;CLIM;III;LC;0,55;0,92
Ficedula hypoleuca;Fichyp;Ebird;789;CLIM_EFAs;III;LC;0,53;0,89
Ficedula hypoleuca;Fichyp;Ebird;789;EFAs;III;LC;0,5;0,54
Fringilla coelebs;Fricoe;Ebird;1842;CLIM;IV;LC;0,59;0,8
Fringilla coelebs;Fricoe;Ebird;1842;CLIM_EFAs;IV;LC;0,58;0,73
Fringilla coelebs;Fricoe;Ebird;1842;EFAs;IV;LC;0,61;0,56
Fulica atra;Fulatr;Ebird;608;CLIM;III;NT;0,69;0,87
Fulica atra;Fulatr;Ebird;608;CLIM_EFAs;III;NT;0,7;0,93
Fulica atra;Fulatr;Ebird;608;EFAs;III;NT;0,68;0,54
Fulica cristata;Fulcri;Ebird;59;CLIM;I;EN;0,88;0,85
Fulica cristata;Fulcri;Ebird;59;CLIM_EFAs;I;EN;0,85;0,71
Fulica cristata;Fulcri;Ebird;59;EFAs;I;EN;0,8;0,97
Galerida cristata;Galcri;Ebird;1156;CLIM;IV;LC;0,77;0,57
Galerida cristata;Galcri;Ebird;1156;CLIM_EFAs;IV;LC;0,73;0,87
Galerida cristata;Galcri;Ebird;1156;EFAs;IV;LC;0,75;0,72
Galerida theklae;Galthe;Ebird;663;CLIM;III;LC;0,72;0,56
Galerida theklae;Galthe;Ebird;663;CLIM_EFAs;III;LC;0,71;0,58
Galerida theklae;Galthe;Ebird;663;EFAs;III;LC;0,69;0,55
Gallinago gallinago;Galgal;Ebird;458;CLIM;II;LC;0,71;0,94
Gallinago gallinago;Galgal;Ebird;458;CLIM_EFAs;II;LC;0,74;0,99
Gallinago gallinago;Galgal;Ebird;458;EFAs;II;LC;0,69;0,92
Gallinula chloropus;Galchl;Ebird;801;CLIM;III;LC;0,69;0,78
Gallinula chloropus;Galchl;Ebird;801;CLIM_EFAs;III;LC;0,67;0,76
Gallinula chloropus;Galchl;Ebird;801;EFAs;III;LC;0,67;0,49
Garrulus glandarius;Gargla;Ebird;1249;CLIM;IV;LC;0,8;0,73
Garrulus glandarius;Gargla;Ebird;1249;CLIM_EFAs;IV;LC;0,78;0,65
Garrulus glandarius;Gargla;Ebird;1249;EFAs;IV;LC;0,78;0,67
Glareola pratincola;Glapra;Ebird;176;CLIM;II;LC;0,92;0,93
Glareola pratincola;Glapra;Ebird;176;CLIM_EFAs;II;LC;0,91;0,91
Glareola pratincola;Glapra;Ebird;176;EFAs;II;LC;0,85;0,94
Gypaetus barbatus;Gypbar;Ebird;112;CLIM;II;VU;0,99;0,87
Gypaetus barbatus;Gypbar;Ebird;112;CLIM_EFAs;II;VU;0,99;0,83
Gypaetus barbatus;Gypbar;Ebird;112;EFAs;II;VU;0,92;0,94
Gyps fulvus;Gypful;Ebird;1151;CLIM;IV;LC;0,73;0,91
Gyps fulvus;Gypful;Ebird;1151;CLIM_EFAs;IV;LC;0,7;0,93
Gyps fulvus;Gypful;Ebird;1151;EFAs;IV;LC;0,64;0,72
Haematopus ostralegus;Haeost;Ebird;142;CLIM;II;VU;0,95;0,65
Haematopus ostralegus;Haeost;Ebird;142;CLIM_EFAs;II;VU;0,82;0,79
Haematopus ostralegus;Haeost;Ebird;142;EFAs;II;VU;0,85;0,95
Hieraaetus pennatus;Hiepen;Ebird;996;CLIM;III;LC;0,61;0,59
Hieraaetus pennatus;Hiepen;Ebird;996;CLIM_EFAs;III;LC;0,62;0,59
Hieraaetus pennatus;Hiepen;Ebird;996;EFAs;III;LC;0,62;0,65
Himantopus himantopus;Himhim;Ebird;499;CLIM;II;LC;0,8;0,92
Himantopus himantopus;Himhim;Ebird;499;CLIM_EFAs;II;LC;0,78;0,99
Himantopus himantopus;Himhim;Ebird;499;EFAs;II;LC;0,78;1
Hippolais polyglotta;Hippol;Ebird;637;CLIM;III;LC;0,58;0,04
Hippolais polyglotta;Hippol;Ebird;637;CLIM_EFAs;III;LC;0,56;0,29
Hippolais polyglotta;Hippol;Ebird;637;EFAs;III;LC;0,56;0,17
Hippolais polyglotta;Hippol;Ebird;NA;NA;NA;NA;NA;NA
Hippolais polyglotta;Hippol;Ebird;NA;NA;NA;NA;NA;NA
Hippolais polyglotta;Hippol;Ebird;NA;NA;NA;NA;NA;NA
Hirundo rustica;Hirrus;Ebird;1696;CLIM;IV;LC;0,53;0,28
Hirundo rustica;Hirrus;Ebird;1696;CLIM_EFAs;IV;LC;0,54;0,67
Hirundo rustica;Hirrus;Ebird;1696;EFAs;IV;LC;0,54;0,59
Hydrobates pelagicus;Hydpel;Ebird;34;CLIM;I;LC;0,98;0,99
Hydrobates pelagicus;Hydpel;Ebird;34;CLIM_EFAs;I;LC;0,94;0,93
Hydrobates pelagicus;Hydpel;Ebird;34;EFAs;I;LC;0,76;0,95
Iduna opaca;Iduopa;Ebird;52;CLIM;I;LC;0,81;0,86
Iduna opaca;Iduopa;Ebird;52;CLIM_EFAs;I;LC;0,84;0,82
Iduna opaca;Iduopa;Ebird;52;EFAs;I;LC;0,67;0,97
Ixobrychus minutus;Ixomin;Ebird;150;CLIM;II;LC;0,77;0,94
Ixobrychus minutus;Ixomin;Ebird;150;CLIM_EFAs;II;LC;0,71;0,84
Ixobrychus minutus;Ixomin;Ebird;150;EFAs;II;LC;0,72;0,82
Jynx torquilla;Jyntor;Ebird;301;CLIM;II;LC;0,63;0,37
Jynx torquilla;Jyntor;Ebird;301;CLIM_EFAs;II;LC;0,64;0,32
Jynx torquilla;Jyntor;Ebird;301;EFAs;II;LC;0,55;0,35
Lagopus muta;Lagmut;Ebird;NA;NA;NA;NA;NA;NA
Lagopus muta;Lagmut;Ebird;NA;NA;NA;NA;NA;NA
Lagopus muta;Lagmut;Ebird;NA;NA;NA;NA;NA;NA
Lanius collurio;Lancol;Ebird;220;CLIM;II;LC;0,96;1
Lanius collurio;Lancol;Ebird;220;CLIM_EFAs;II;LC;0,95;0,99
Lanius collurio;Lancol;Ebird;220;EFAs;II;LC;0,93;0,96
Lanius excubitor;Lanexc;Ebird;NA;NA;NA;NA;NA;NA
Lanius excubitor;Lanexc;Ebird;NA;NA;NA;NA;NA;NA
Lanius excubitor;Lanexc;Ebird;NA;NA;NA;NA;NA;NA
Lanius minor;Lanmin;Ebird;NA;NA;NA;NA;NA;NA
Lanius minor;Lanmin;Ebird;NA;NA;NA;NA;NA;NA
Lanius minor;Lanmin;Ebird;NA;NA;NA;NA;NA;NA
Lanius senator;Lansen;Ebird;884;CLIM;III;LC;0,8;0,56
Lanius senator;Lansen;Ebird;884;CLIM_EFAs;III;LC;0,76;0,56
Lanius senator;Lansen;Ebird;884;EFAs;III;LC;0,77;0,54
Larus audouinii;Laraud;Ebird;NA;NA;NA;NA;NA;NA
Larus audouinii;Laraud;Ebird;NA;NA;NA;NA;NA;NA
Larus audouinii;Laraud;Ebird;NA;NA;NA;NA;NA;NA
Larus fuscus;Larfus;Ebird;588;CLIM;III;LC;0,91;0,97
Larus fuscus;Larfus;Ebird;588;CLIM_EFAs;III;LC;0,9;1
Larus fuscus;Larfus;Ebird;588;EFAs;III;LC;0,78;0,99
Larus genei;Largen;Ebird;NA;NA;NA;NA;NA;NA
Larus genei;Largen;Ebird;NA;NA;NA;NA;NA;NA
Larus genei;Largen;Ebird;NA;NA;NA;NA;NA;NA
Larus michahellis;Larmic;Ebird;620;CLIM;III;LC;0,87;0,93
Larus michahellis;Larmic;Ebird;620;CLIM_EFAs;III;LC;0,84;0,97
Larus michahellis;Larmic;Ebird;620;EFAs;III;LC;0,8;0,98
Larus ridibundus;Larrid;Ebird;NA;NA;NA;NA;NA;NA
Larus ridibundus;Larrid;Ebird;NA;NA;NA;NA;NA;NA
Larus ridibundus;Larrid;Ebird;NA;NA;NA;NA;NA;NA
Leiopicus medius;Leimed;Ebird;19;CLIM;I;LC;0,97;0,94
Leiopicus medius;Leimed;Ebird;19;CLIM_EFAs;I;LC;0,97;0,83
Leiopicus medius;Leimed;Ebird;19;EFAs;I;LC;0,97;0,92
Linaria cannabina;Lincan;Ebird;1456;CLIM;IV;LC;0,5;0,83
Linaria cannabina;Lincan;Ebird;1456;CLIM_EFAs;IV;LC;0,51;0,69
Linaria cannabina;Lincan;Ebird;1456;EFAs;IV;LC;0,54;0,42
Locustella luscinioides;Loclus;Ebird;75;CLIM;I;LC;0,87;0,96
Locustella luscinioides;Loclus;Ebird;75;CLIM_EFAs;I;LC;0,8;0,92
Locustella luscinioides;Loclus;Ebird;75;EFAs;I;LC;0,73;0,97
Locustella naevia;Locnae;Ebird;71;CLIM;I;LC;0,89;0,98
Locustella naevia;Locnae;Ebird;71;CLIM_EFAs;I;LC;0,86;0,96
Locustella naevia;Locnae;Ebird;71;EFAs;I;LC;0,79;0,88
Lophophanes cristatus;Lopcri;Ebird;777;CLIM;III;LC;0,76;0,89
Lophophanes cristatus;Lopcri;Ebird;777;CLIM_EFAs;III;LC;0,77;0,68
Lophophanes cristatus;Lopcri;Ebird;777;EFAs;III;LC;0,76;0,82
Loxia curvirostra;Loxcur;Ebird;249;CLIM;II;LC;0,75;0,99
Loxia curvirostra;Loxcur;Ebird;249;CLIM_EFAs;II;LC;0,77;0,75
Loxia curvirostra;Loxcur;Ebird;249;EFAs;II;LC;0,74;0,92
Lullula arborea;Lularb;Ebird;887;CLIM;III;LC;0,67;0,61
Lullula arborea;Lularb;Ebird;887;CLIM_EFAs;III;LC;0,64;0,19
Lullula arborea;Lularb;Ebird;887;EFAs;III;LC;0,64;0,53
Luscinia megarhynchos;Lusmeg;Ebird;889;CLIM;III;LC;0,65;0,55
Luscinia megarhynchos;Lusmeg;Ebird;889;CLIM_EFAs;III;LC;0,67;0,78
Luscinia megarhynchos;Lusmeg;Ebird;889;EFAs;III;LC;0,65;0,74
Luscinia svecica;Lussve;Ebird;184;CLIM;II;LC;0,57;0,82
Luscinia svecica;Lussve;Ebird;184;CLIM_EFAs;II;LC;0,59;0,89
Luscinia svecica;Lussve;Ebird;184;EFAs;II;LC;0,52;0,98
Marmaronetta angustirostris;Marang;Ebird;56;CLIM;I;VU;0,95;0,93
Marmaronetta angustirostris;Marang;Ebird;56;CLIM_EFAs;I;VU;0,9;0,9
Marmaronetta angustirostris;Marang;Ebird;56;EFAs;I;VU;0,86;0,94
Melanocorypha calandra;Melcal;Ebird;340;CLIM;II;LC;0,76;0,65
Melanocorypha calandra;Melcal;Ebird;340;CLIM_EFAs;II;LC;0,8;0,98
Melanocorypha calandra;Melcal;Ebird;340;EFAs;II;LC;0,81;0,7
Merops apiaster;Merapi;Ebird;1068;CLIM;IV;LC;0,8;0,6
Merops apiaster;Merapi;Ebird;1068;CLIM_EFAs;IV;LC;0,77;0,73
Merops apiaster;Merapi;Ebird;1068;EFAs;IV;LC;0,79;0,68
Milvus migrans;Milmig;Ebird;1096;CLIM;IV;LC;0,7;0,58
Milvus migrans;Milmig;Ebird;1096;CLIM_EFAs;IV;LC;0,72;0,66
Milvus migrans;Milmig;Ebird;1096;EFAs;IV;LC;0,72;0,69
Milvus milvus;Milmil;Ebird;889;CLIM;III;NT/LC;0,78;0,95
Milvus milvus;Milmil;Ebird;889;CLIM_EFAs;III;NT/LC;0,78;0,95
