Species name;Species code;Data source;n;Predictor;Size class;IUCN category;AUC;BoyceI
Milvus milvus;Milmil;Ebird;889;EFAs;III;NT/LC;0,72;0,86
Monticola saxatilis;Monsax;Ebird;169;CLIM;II;LC;0,84;1
Monticola saxatilis;Monsax;Ebird;169;CLIM_EFAs;II;LC;0,8;0,99
Monticola saxatilis;Monsax;Ebird;169;EFAs;II;LC;0,8;0,92
Monticola solitarius;Monsol;Ebird;463;CLIM;II;LC;0,68;0,5
Monticola solitarius;Monsol;Ebird;463;CLIM_EFAs;II;LC;0,68;0,49
Monticola solitarius;Monsol;Ebird;463;EFAs;II;LC;0,66;0,41
Montifringilla nivalis;Monniv;Ebird;33;CLIM;I;LC;0,97;0,91
Montifringilla nivalis;Monniv;Ebird;33;CLIM_EFAs;I;LC;0,96;0,81
Montifringilla nivalis;Monniv;Ebird;33;EFAs;I;LC;0,96;0,86
Motacilla alba;Motalb;Ebird;1788;CLIM;IV;LC;0,55;0,69
Motacilla alba;Motalb;Ebird;1788;CLIM_EFAs;IV;LC;0,54;0,75
Motacilla alba;Motalb;Ebird;1788;EFAs;IV;LC;0,53;0,75
Motacilla cinerea;Motcin;Ebird;958;CLIM;III;LC;0,7;0,57
Motacilla cinerea;Motcin;Ebird;958;CLIM_EFAs;III;LC;0,69;0,4
Motacilla cinerea;Motcin;Ebird;958;EFAs;III;LC;0,66;0,7
Motacilla flava;Motfla;Ebird;524;CLIM;III;LC;0,6;0,73
Motacilla flava;Motfla;Ebird;524;CLIM_EFAs;III;LC;0,65;0,73
Motacilla flava;Motfla;Ebird;524;EFAs;III;LC;0,62;0,72
Muscicapa striata;Musstr;Ebird;NA;NA;NA;NA;NA;NA
Muscicapa striata;Musstr;Ebird;NA;NA;NA;NA;NA;NA
Muscicapa striata;Musstr;Ebird;NA;NA;NA;NA;NA;NA
Neophron percnopterus;Neoper;Ebird;453;CLIM;II;EN;0,79;0,92
Neophron percnopterus;Neoper;Ebird;453;CLIM_EFAs;II;EN;0,76;0,99
Neophron percnopterus;Neoper;Ebird;453;EFAs;II;EN;0,63;0,82
Netta rufina;Netruf;Ebird;193;CLIM;II;LC;0,85;1
Netta rufina;Netruf;Ebird;193;CLIM_EFAs;II;LC;0,82;0,99
Netta rufina;Netruf;Ebird;193;EFAs;II;LC;0,79;0,99
Numenius arquata;Numarq;Ebird;186;CLIM;II;VU;0,88;0,83
Numenius arquata;Numarq;Ebird;186;CLIM_EFAs;II;VU;0,9;0,99
Numenius arquata;Numarq;Ebird;186;EFAs;II;VU;0,8;0,97
Numida meleagris;Nummel;Ebird;NA;NA;NA;NA;NA;NA
Numida meleagris;Nummel;Ebird;NA;NA;NA;NA;NA;NA
Numida meleagris;Nummel;Ebird;NA;NA;NA;NA;NA;NA
Nycticorax nycticorax;Nycnyc;Ebird;217;CLIM;II;LC;0,75;0,99
Nycticorax nycticorax;Nycnyc;Ebird;217;CLIM_EFAs;II;LC;0,72;0,99
Nycticorax nycticorax;Nycnyc;Ebird;217;EFAs;II;LC;0,7;0,97
Oenanthe hispanica;Oenhis;Ebird;411;CLIM;II;LC;0,72;0,49
Oenanthe hispanica;Oenhis;Ebird;411;CLIM_EFAs;II;LC;0,69;0,36
Oenanthe hispanica;Oenhis;Ebird;411;EFAs;II;LC;0,7;0,49
Oenanthe leucura;Oenleu;Ebird;209;CLIM;II;VU;0,8;0,97
Oenanthe leucura;Oenleu;Ebird;209;CLIM_EFAs;II;VU;0,78;0,99
Oenanthe leucura;Oenleu;Ebird;209;EFAs;II;VU;0,74;0,97
Oenanthe oenanthe;Oenoen;Ebird;775;CLIM;III;LC;0,55;0,7
Oenanthe oenanthe;Oenoen;Ebird;775;CLIM_EFAs;III;LC;0,53;0,53
Oenanthe oenanthe;Oenoen;Ebird;775;EFAs;III;LC;0,52;0,29
Oriolus oriolus;Oriori;Ebird;603;CLIM;III;LC;0,59;0,54
Oriolus oriolus;Oriori;Ebird;603;CLIM_EFAs;III;LC;0,57;0,46
Oriolus oriolus;Oriori;Ebird;603;EFAs;III;LC;0,58;0,52
Otis tarda;Otitar;Ebird;217;CLIM;II;LC;0,83;0,95
Otis tarda;Otitar;Ebird;217;CLIM_EFAs;II;LC;0,85;0,99
Otis tarda;Otitar;Ebird;217;EFAs;II;LC;0,84;0,92
Otus scops;Otusco;Ebird;184;CLIM;II;LC;0,56;0,31
Otus scops;Otusco;Ebird;184;CLIM_EFAs;II;LC;0,55;0,18
Otus scops;Otusco;Ebird;184;EFAs;II;LC;0,52;0,29
Oxyura leucocephala;Oxyleu;Ebird;81;CLIM;I;EN;0,9;0,97
Oxyura leucocephala;Oxyleu;Ebird;81;CLIM_EFAs;I;EN;0,9;0,95
Oxyura leucocephala;Oxyleu;Ebird;81;EFAs;I;EN;0,87;0,99
Pandion haliaetus;Panhal;Ebird;275;CLIM;II;LC;0,79;0,93
Pandion haliaetus;Panhal;Ebird;275;CLIM_EFAs;II;LC;0,78;0,99
Pandion haliaetus;Panhal;Ebird;275;EFAs;II;LC;0,68;0,99
Panurus biarmicus;Panbia;Ebird;37;CLIM;I;LC;0,88;0,98
Panurus biarmicus;Panbia;Ebird;37;CLIM_EFAs;I;LC;0,84;0,95
Panurus biarmicus;Panbia;Ebird;37;EFAs;I;LC;0,73;0,93
Parus major;Parmaj;Ebird;1746;CLIM;IV;LC;0,62;0,71
Parus major;Parmaj;Ebird;1746;CLIM_EFAs;IV;LC;0,61;0,71
Parus major;Parmaj;Ebird;1746;EFAs;IV;LC;0,61;0,48
Passer domesticus;Pasdom;Ebird;1917;CLIM;IV;LC;0,53;0,48
Passer domesticus;Pasdom;Ebird;1917;CLIM_EFAs;IV;LC;0,54;0,78
Passer domesticus;Pasdom;Ebird;1917;EFAs;IV;LC;0,51;0,67
Passer hispaniolensis;Pashis;Ebird;361;CLIM;II;LC;0,86;0,89
Passer hispaniolensis;Pashis;Ebird;361;CLIM_EFAs;II;LC;0,86;0,93
Passer hispaniolensis;Pashis;Ebird;361;EFAs;II;LC;0,84;0,87
Passer montanus;Pasmon;Ebird;548;CLIM;III;LC;0,65;0,45
Passer montanus;Pasmon;Ebird;548;CLIM_EFAs;III;LC;0,65;0,45
Passer montanus;Pasmon;Ebird;548;EFAs;III;LC;0,58;0,31
Perdix perdix;Perper;Ebird;32;CLIM;I;LC;0,96;0,84
Perdix perdix;Perper;Ebird;32;CLIM_EFAs;I;LC;0,95;0,93
Perdix perdix;Perper;Ebird;32;EFAs;I;LC;0,97;0,89
Periparus ater;Perate;Ebird;749;CLIM;III;LC;0,85;0,78
Periparus ater;Perate;Ebird;749;CLIM_EFAs;III;LC;0,83;0,84
Periparus ater;Perate;Ebird;749;EFAs;III;LC;0,83;0,91
Pernis apivorus;Perapi;Ebird;357;CLIM;II;LC;0,75;0,77
Pernis apivorus;Perapi;Ebird;357;CLIM_EFAs;II;LC;0,79;0,83
Pernis apivorus;Perapi;Ebird;357;EFAs;II;LC;0,81;0,82
Petronia petronia;Petpet;Ebird;530;CLIM;III;LC;0,67;0,54
Petronia petronia;Petpet;Ebird;530;CLIM_EFAs;III;LC;0,61;0,56
Petronia petronia;Petpet;Ebird;530;EFAs;III;LC;0,59;0,56
Phalacrocorax aristotelis;Phaari;Ebird;132;CLIM;II;LC;0,97;0,89
Phalacrocorax aristotelis;Phaari;Ebird;132;CLIM_EFAs;II;LC;0,95;0,92
Phalacrocorax aristotelis;Phaari;Ebird;132;EFAs;II;LC;0,89;0,98
Phalacrocorax carbo;Phacar;Ebird;984;CLIM;III;LC;0,62;0,85
Phalacrocorax carbo;Phacar;Ebird;984;CLIM_EFAs;III;LC;0,62;0,97
Phalacrocorax carbo;Phacar;Ebird;984;EFAs;III;LC;0,61;0,94
Phoenicopterus roseus;Phoros;Ebird;211;CLIM;II;LC;0,88;0,95
Phoenicopterus roseus;Phoros;Ebird;211;CLIM_EFAs;II;LC;0,87;0,87
Phoenicopterus roseus;Phoros;Ebird;211;EFAs;II;LC;0,83;0,98
Phoenicurus ochruros;Phooch;Ebird;1501;CLIM;IV;LC;0,56;0,48
Phoenicurus ochruros;Phooch;Ebird;1501;CLIM_EFAs;IV;LC;0,56;0,56
Phoenicurus ochruros;Phooch;Ebird;1501;EFAs;IV;LC;0,53;0,59
Phoenicurus phoenicurus;Phopho;Ebird;370;CLIM;II;LC;0,68;0,7
Phoenicurus phoenicurus;Phopho;Ebird;370;CLIM_EFAs;II;LC;0,68;0,72
Phoenicurus phoenicurus;Phopho;Ebird;370;EFAs;II;LC;0,63;0,74
Phylloscopus bonelli;Phybon;Ebird;386;CLIM;II;LC;0,67;0,52
Phylloscopus bonelli;Phybon;Ebird;386;CLIM_EFAs;II;LC;0,62;0,44
Phylloscopus bonelli;Phybon;Ebird;386;EFAs;II;LC;0,65;0,41
Phylloscopus collybita;Phycol;Ebird;1259;CLIM;IV;LC;0,51;0,73
Phylloscopus collybita;Phycol;Ebird;1259;CLIM_EFAs;IV;LC;0,54;0,85
Phylloscopus collybita;Phycol;Ebird;1259;EFAs;IV;LC;0,52;0,65
Phylloscopus ibericus;Phyibe;Ebird;372;CLIM;II;LC;0,83;0,94
Phylloscopus ibericus;Phyibe;Ebird;372;CLIM_EFAs;II;LC;0,82;0,95
Phylloscopus ibericus;Phyibe;Ebird;372;EFAs;II;LC;0,74;0,83
Phylloscopus sibillatrix;Physib;Ebird;20;CLIM;I;LC;0,51;0,46
Phylloscopus sibillatrix;Physib;Ebird;20;CLIM_EFAs;I;LC;0,57;0,8
Phylloscopus sibillatrix;Physib;Ebird;20;EFAs;I;LC;0,59;0,6
Phylloscopus trochilus;Phytro;Ebird;613;CLIM;III;LC;0,6;0,96
Phylloscopus trochilus;Phytro;Ebird;613;CLIM_EFAs;III;LC;0,55;0,99
Phylloscopus trochilus;Phytro;Ebird;613;EFAs;III;LC;0,56;0,95
Pica pica;Picpic;Ebird;1367;CLIM;IV;LC;0,54;0,95
Pica pica;Picpic;Ebird;1367;CLIM_EFAs;IV;LC;0,52;0,48
Pica pica;Picpic;Ebird;1367;EFAs;IV;LC;0,51;0,6
Picus viridis;Picvir;Ebird;900;CLIM;III;LC;0,6;0,49
Picus viridis;Picvir;Ebird;900;CLIM_EFAs;III;LC;0,59;0,4
Picus viridis;Picvir;Ebird;900;EFAs;III;LC;0,58;0,29
Platalea leucorodia;Plaleu;Ebird;281;CLIM;II;LC;0,93;0,98
Platalea leucorodia;Plaleu;Ebird;281;CLIM_EFAs;II;LC;0,92;0,99
Platalea leucorodia;Plaleu;Ebird;281;EFAs;II;LC;0,83;0,96
Plegadis falcinellus;Plefal;Ebird;158;CLIM;II;LC;0,86;0,94
Plegadis falcinellus;Plefal;Ebird;158;CLIM_EFAs;II;LC;0,87;0,89
Plegadis falcinellus;Plefal;Ebird;158;EFAs;II;LC;0,81;0,99
Podiceps cristatus;Podcri;Ebird;466;CLIM;II;LC;0,71;0,89
Podiceps cristatus;Podcri;Ebird;466;CLIM_EFAs;II;LC;0,69;0,94
Podiceps cristatus;Podcri;Ebird;466;EFAs;II;LC;0,69;0,94
Podiceps nigricollis;Podnig;Ebird;214;CLIM;II;LC;0,73;0,9
Podiceps nigricollis;Podnig;Ebird;214;CLIM_EFAs;II;LC;0,72;0,99
Podiceps nigricollis;Podnig;Ebird;214;EFAs;II;LC;0,76;1
Poecile palustris;Poepal;Ebird;106;CLIM;II;LC;0,97;0,96
Poecile palustris;Poepal;Ebird;106;CLIM_EFAs;II;LC;0,97;0,72
Poecile palustris;Poepal;Ebird;106;EFAs;II;LC;0,96;0,78
Porphyrio porphyrio;Porpor;Ebird;153;CLIM;II;LC;0,9;0,92
Porphyrio porphyrio;Porpor;Ebird;153;CLIM_EFAs;II;LC;0,84;0,98
Porphyrio porphyrio;Porpor;Ebird;153;EFAs;II;LC;0,79;0,98
Porzana porzana;Porporz;Ebird;49;CLIM;I;LC;0,79;0,93
Porzana porzana;Porporz;Ebird;49;CLIM_EFAs;I;LC;0,79;0,83
Porzana porzana;Porporz;Ebird;49;EFAs;I;LC;0,6;0,95
Porzana pusilla;Porpus;Ebird;22;CLIM;I;LC;0,81;0,83
Porzana pusilla;Porpus;Ebird;22;CLIM_EFAs;I;LC;0,81;0,95
Porzana pusilla;Porpus;Ebird;22;EFAs;I;LC;0,68;0,88
Prunella collaris;Prucol;Ebird;128;CLIM;II;LC;0,97;0,99
Prunella collaris;Prucol;Ebird;128;CLIM_EFAs;II;LC;0,95;0,98
Prunella collaris;Prucol;Ebird;128;EFAs;II;LC;0,97;0,99
Prunella modularis;Prumod;Ebird;607;CLIM;III;LC;0,9;0,93
Prunella modularis;Prumod;Ebird;607;CLIM_EFAs;III;LC;0,89;0,92
Prunella modularis;Prumod;Ebird;607;EFAs;III;LC;0,91;0,82
Pterocles alchata;Ptealc;Ebird;100;CLIM;I;LC;0,89;0,99
Pterocles alchata;Ptealc;Ebird;100;CLIM_EFAs;I;LC;0,91;0,99
Pterocles alchata;Ptealc;Ebird;100;EFAs;I;LC;0,86;0,96
Pterocles orientalis;Pteori;Ebird;160;CLIM;II;EN;0,79;0,83
Pterocles orientalis;Pteori;Ebird;160;CLIM_EFAs;II;EN;0,83;0,98
Pterocles orientalis;Pteori;Ebird;160;EFAs;II;EN;0,81;0,91
Ptyonoprogne rupestris;Ptyrup;Ebird;914;CLIM;III;LC;0,63;0,3
Ptyonoprogne rupestris;Ptyrup;Ebird;914;CLIM_EFAs;III;LC;0,63;0,35
Ptyonoprogne rupestris;Ptyrup;Ebird;914;EFAs;III;LC;0,6;0,55
Pyrrhocorax graculus;Pyrgra;Ebird;106;CLIM;II;LC;0,97;0,87
Pyrrhocorax graculus;Pyrgra;Ebird;106;CLIM_EFAs;II;LC;0,96;0,86
Pyrrhocorax graculus;Pyrgra;Ebird;106;EFAs;II;LC;0,96;0,91
Pyrrhocorax pyrrhocorax;Pyrpyr;Ebird;484;CLIM;II;LC;0,8;0,89
Pyrrhocorax pyrrhocorax;Pyrpyr;Ebird;484;CLIM_EFAs;II;LC;0,76;0,95
Pyrrhocorax pyrrhocorax;Pyrpyr;Ebird;484;EFAs;II;LC;0,72;0,82
Pyrrhula pyrrhula;Pyrpyrr;Ebird;271;CLIM;II;LC;0,94;1
Pyrrhula pyrrhula;Pyrpyrr;Ebird;271;CLIM_EFAs;II;LC;0,93;1
Pyrrhula pyrrhula;Pyrpyrr;Ebird;271;EFAs;II;LC;0,94;0,98
Rallus aquaticus;Ralaqu;Ebird;257;CLIM;II;LC;0,72;0,72
Rallus aquaticus;Ralaqu;Ebird;257;CLIM_EFAs;II;LC;0,7;0,34
Rallus aquaticus;Ralaqu;Ebird;257;EFAs;II;LC;0,64;0,51
Recurvirostra avosetta;Recavo;Ebird;224;CLIM;II;LC;0,85;0,99
Recurvirostra avosetta;Recavo;Ebird;224;CLIM_EFAs;II;LC;0,84;0,98
Recurvirostra avosetta;Recavo;Ebird;224;EFAs;II;LC;0,81;0,99
Regulus ignicapilla;Regign;Ebird;709;CLIM;III;LC;0,79;0,76
Regulus ignicapilla;Regign;Ebird;709;CLIM_EFAs;III;LC;0,76;0,77
Regulus ignicapilla;Regign;Ebird;709;EFAs;III;LC;0,77;0,72
Regulus regulus;Regreg;Ebird;203;CLIM;II;LC;0,9;0,98
Regulus regulus;Regreg;Ebird;203;CLIM_EFAs;II;LC;0,89;0,96
Regulus regulus;Regreg;Ebird;203;EFAs;II;LC;0,93;1
Remiz pendulinus;Rempen;Ebird;185;CLIM;II;LC;0,74;0,88
Remiz pendulinus;Rempen;Ebird;185;CLIM_EFAs;II;LC;0,7;0,72
Remiz pendulinus;Rempen;Ebird;185;EFAs;II;LC;0,64;0,45
Riparia riparia;Riprip;Ebird;506;CLIM;III;LC;0,63;0,79
Riparia riparia;Riprip;Ebird;506;CLIM_EFAs;III;LC;0,66;0,66
Riparia riparia;Riprip;Ebird;506;EFAs;III;LC;0,6;0,69
Saxicola rubetra;Saxrub;Ebird;358;CLIM;II;LC;0,66;0,79
Saxicola rubetra;Saxrub;Ebird;358;CLIM_EFAs;II;LC;0,76;0,65
Saxicola rubetra;Saxrub;Ebird;358;EFAs;II;LC;0,65;0,63
Saxicola torquatus;Saxtor;Ebird;NA;NA;NA;NA;NA;NA
Saxicola torquatus;Saxtor;Ebird;NA;NA;NA;NA;NA;NA
Saxicola torquatus;Saxtor;Ebird;NA;NA;NA;NA;NA;NA
Scolopax rusticola;Scorus;Ebird;84;CLIM;I;LC;0,56;0,24
Scolopax rusticola;Scorus;Ebird;84;CLIM_EFAs;I;LC;0,72;0,36
Scolopax rusticola;Scorus;Ebird;84;EFAs;I;LC;0,58;0,19
Serinus serinus;Serser;Ebird;1670;CLIM;IV;LC;0,53;0,55
Serinus serinus;Serser;Ebird;1670;CLIM_EFAs;IV;LC;0,51;0,59
Serinus serinus;Serser;Ebird;1670;EFAs;IV;LC;0,53;0,3
Sitta europaea;Siteur;Ebird;679;CLIM;III;LC;0,8;0,74
Sitta europaea;Siteur;Ebird;679;CLIM_EFAs;III;LC;0,8;0,56
Sitta europaea;Siteur;Ebird;679;EFAs;III;LC;0,79;0,77
Spinus spinus;Spispi;Ebird;424;CLIM;II;LC;0,63;0,85
Spinus spinus;Spispi;Ebird;424;CLIM_EFAs;II;LC;0,65;0,88
Spinus spinus;Spispi;Ebird;424;EFAs;II;LC;0,57;0,75
Sterna hirundo;Stehir;Ebird;177;CLIM;II;LC;0,82;0,54
Sterna hirundo;Stehir;Ebird;177;CLIM_EFAs;II;LC;0,75;0,75
Sterna hirundo;Stehir;Ebird;177;EFAs;II;LC;0,79;0,95
Sterna nilotica;Stenil;Ebird;173;CLIM;II;LC;0,86;0,92
Sterna nilotica;Stenil;Ebird;173;CLIM_EFAs;II;LC;0,86;0,91
Sterna nilotica;Stenil;Ebird;173;EFAs;II;LC;0,83;0,99
Sternula albifrons;Stealb;Ebird;161;CLIM;II;LC;0,89;0,88
Sternula albifrons;Stealb;Ebird;161;CLIM_EFAs;II;LC;0,86;0,98
Sternula albifrons;Stealb;Ebird;161;EFAs;II;LC;0,88;0,97
Streptopelia decaocto;Strdec;Ebird;1351;CLIM;IV;LC;0,66;0,72
Streptopelia decaocto;Strdec;Ebird;1351;CLIM_EFAs;IV;LC;0,62;0,84
Streptopelia decaocto;Strdec;Ebird;1351;EFAs;IV;LC;0,62;0,76
Streptopelia turtur;Strtur;Ebird;690;CLIM;III;VU;0,62;-0,06
Streptopelia turtur;Strtur;Ebird;690;CLIM_EFAs;III;VU;0,62;0,09
Streptopelia turtur;Strtur;Ebird;690;EFAs;III;VU;0,62;0,27
Strix aluco;Stralu;Ebird;340;CLIM;II;LC;0,71;0,73
Strix aluco;Stralu;Ebird;340;CLIM_EFAs;II;LC;0,71;0,58
Strix aluco;Stralu;Ebird;340;EFAs;II;LC;0,67;0,61
Sturnus unicolor;Stuuni;Ebird;1707;CLIM;IV;LC;0,62;0,42
Sturnus unicolor;Stuuni;Ebird;1707;CLIM_EFAs;IV;LC;0,6;0,67
Sturnus unicolor;Stuuni;Ebird;1707;EFAs;IV;LC;0,62;0,43
Sturnus vulgaris;Stuvul;Ebird;493;CLIM;II;LC;0,9;0,94
Sturnus vulgaris;Stuvul;Ebird;493;CLIM_EFAs;II;LC;0,86;0,76
Sturnus vulgaris;Stuvul;Ebird;493;EFAs;II;LC;0,69;0,87
Sylvia atricapilla;Sylatr;Ebird;1463;CLIM;IV;LC;0,67;0,71
Sylvia atricapilla;Sylatr;Ebird;1463;CLIM_EFAs;IV;LC;0,69;0,74
Sylvia atricapilla;Sylatr;Ebird;1463;EFAs;IV;LC;0,68;0,61
Sylvia borin;Sylbor;Ebird;271;CLIM;II;LC;0,62;0,29
Sylvia borin;Sylbor;Ebird;271;CLIM_EFAs;II;LC;0,61;0,43
Sylvia borin;Sylbor;Ebird;271;EFAs;II;LC;0,61;0,21
Sylvia cantillans;Sylcan;Ebird;473;CLIM;II;LC;0,59;0,47
Sylvia cantillans;Sylcan;Ebird;473;CLIM_EFAs;II;LC;0,58;0,49
Sylvia cantillans;Sylcan;Ebird;473;EFAs;II;LC;0,53;0,43
Sylvia communis;Sylcom;Ebird;381;CLIM;II;LC;0,58;0,4
Sylvia communis;Sylcom;Ebird;381;CLIM_EFAs;II;LC;0,6;0,34
Sylvia communis;Sylcom;Ebird;381;EFAs;II;LC;0,58;0,38
Sylvia conspicillata;Sylcon;Ebird;160;CLIM;II;LC;0,57;0,2
Sylvia conspicillata;Sylcon;Ebird;160;CLIM_EFAs;II;LC;0,6;0,67
Sylvia conspicillata;Sylcon;Ebird;160;EFAs;II;LC;0,6;0,2
Sylvia hortensis;Sylhor;Ebird;193;CLIM;II;LC;0,59;0,52
Sylvia hortensis;Sylhor;Ebird;193;CLIM_EFAs;II;LC;0,59;0,41
Sylvia hortensis;Sylhor;Ebird;193;EFAs;II;LC;0,56;0,4
Sylvia melanocephala;Sylmel;Ebird;1365;CLIM;IV;LC;0,84;0,59
Sylvia melanocephala;Sylmel;Ebird;1365;CLIM_EFAs;IV;LC;0,77;0,61
Sylvia melanocephala;Sylmel;Ebird;1365;EFAs;IV;LC;0,81;0,73
Sylvia undata;Sylund;Ebird;790;CLIM;III;NT;0,56;0,35
Sylvia undata;Sylund;Ebird;790;CLIM_EFAs;III;NT;0,58;0,45
Sylvia undata;Sylund;Ebird;790;EFAs;III;NT;0,54;0,26
Tachybaptus ruficollis;Tacruf;Ebird;665;CLIM;III;LC;0,68;0,89
Tachybaptus ruficollis;Tacruf;Ebird;665;CLIM_EFAs;III;LC;0,67;0,87
Tachybaptus ruficollis;Tacruf;Ebird;665;EFAs;III;LC;0,68;0,74
Tadorna tadorna;Tadtad;Ebird;191;CLIM;II;LC;0,9;0,97
Tadorna tadorna;Tadtad;Ebird;191;CLIM_EFAs;II;LC;0,9;0,98
Tadorna tadorna;Tadtad;Ebird;191;EFAs;II;LC;0,85;0,99
Tetrao urogallus;Teturo;Ebird;NA;NA;NA;NA;NA;NA
Tetrao urogallus;Teturo;Ebird;NA;NA;NA;NA;NA;NA
Tetrao urogallus;Teturo;Ebird;NA;NA;NA;NA;NA;NA
Tetrax tetrax;Tettet;Ebird;257;CLIM;II;VU;0,75;0,75
Tetrax tetrax;Tettet;Ebird;257;CLIM_EFAs;II;VU;0,79;0,97
Tetrax tetrax;Tettet;Ebird;257;EFAs;II;VU;0,8;0,92
Tichodroma muraria;Ticmur;Ebird;72;CLIM;I;LC;0,96;0,79
Tichodroma muraria;Ticmur;Ebird;72;CLIM_EFAs;I;LC;0,95;0,77
Tichodroma muraria;Ticmur;Ebird;72;EFAs;I;LC;0,95;0,98
Tringa ochropus;Trioch;Ebird;597;CLIM;III;LC;0,75;0,92
Tringa ochropus;Trioch;Ebird;597;CLIM_EFAs;III;LC;0,69;0,94
Tringa ochropus;Trioch;Ebird;597;EFAs;III;LC;0,63;0,95
Tringa totanus;Tritot;Ebird;315;CLIM;II;LC;0,74;0,96
Tringa totanus;Tritot;Ebird;315;CLIM_EFAs;II;LC;0,74;0,96
Tringa totanus;Tritot;Ebird;315;EFAs;II;LC;0,73;0,99
Troglodytes troglodytes;Trotro;Ebird;1226;CLIM;IV;LC;0,77;0,69
Troglodytes troglodytes;Trotro;Ebird;1226;CLIM_EFAs;IV;LC;0,75;0,65
Troglodytes troglodytes;Trotro;Ebird;1226;EFAs;IV;LC;0,75;0,61
Turdus merula;Turmer;Ebird;2077;CLIM;IV;LC;0,61;0,81
Turdus merula;Turmer;Ebird;2077;CLIM_EFAs;IV;LC;0,6;0,76
Turdus merula;Turmer;Ebird;2077;EFAs;IV;LC;0,57;0,56
Turdus philomelos;Turphi;Ebird;967;CLIM;III;LC;0,61;0,52
Turdus philomelos;Turphi;Ebird;967;CLIM_EFAs;III;LC;0,62;0,6
Turdus philomelos;Turphi;Ebird;967;EFAs;III;LC;0,59;0,68
Turdus torquatus;Turtor;Ebird;117;CLIM;II;LC;0,96;0,98
Turdus torquatus;Turtor;Ebird;117;CLIM_EFAs;II;LC;0,92;0,99
Turdus torquatus;Turtor;Ebird;117;EFAs;II;LC;0,93;0,99
Turdus viscivorus;Turvis;Ebird;790;CLIM;III;LC;0,64;0,38
Turdus viscivorus;Turvis;Ebird;790;CLIM_EFAs;III;LC;0,61;0,11
Turdus viscivorus;Turvis;Ebird;790;EFAs;III;LC;0,63;0,45
Tyto alba;Tytalb;Ebird;239;CLIM;II;LC;0,58;-0,11
Tyto alba;Tytalb;Ebird;239;CLIM_EFAs;II;LC;0,59;0,03
Tyto alba;Tytalb;Ebird;239;EFAs;II;LC;0,6;0,48
Upupa epops;Upuepo;Ebird;1270;CLIM;IV;LC;0,72;0,47
Upupa epops;Upuepo;Ebird;1270;CLIM_EFAs;IV;LC;0,7;0,44
Upupa epops;Upuepo;Ebird;1270;EFAs;IV;LC;0,73;0,54
Vanellus vanellus;Vanvan;Ebird;704;CLIM;III;VU;0,58;0,83
Vanellus vanellus;Vanvan;Ebird;704;CLIM_EFAs;III;VU;0,61;0,91
Vanellus vanellus;Vanvan;Ebird;704;EFAs;III;VU;0,66;0,95
